generic_name	cns_drug	smiles
Cabazitaxel	FALSE	[H][C@@](O)([C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1)C(=O)O[C@@]1([H])C[C@@]2(O)[C@@]([H])(OC(=O)C3=CC=CC=C3)[C@]3([H])[C@@]4(CO[C@]4([H])C[C@]([H])(OC)[C@@]3(C)C(=O)[C@]([H])(OC)C(=C1C)C2(C)C)OC(C)=O
Cabergoline	FALSE	[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC
Cabozantinib	FALSE	
Caffeine	TRUE	CN1C=NC2=C1C(=O)N(C)C(=O)N2C
Calcidiol	FALSE	C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
Calcipotriol	FALSE	O[C@H](\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)C1CC1
Calcitriol	FALSE	C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
Calcium Acetate	FALSE	[Ca++].CC([O-])=O.CC([O-])=O
Calcium carbonate	FALSE	
Calcium Chloride	FALSE	[Cl-].[Cl-].[Ca++]
Calcium Gluceptate	FALSE	[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O
Camazepam	FALSE	CN(C)C(=O)OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N(C)C1=O
Canagliflozin	FALSE	[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(C)C(CC2=CC=C(S2)C2=CC=C(F)C=C2)=C1
Canakinumab	FALSE	
Candesartan	FALSE	CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
Candicidin	FALSE	CC(CC(C)C1OC(=O)CC(=O)CCCC(=O)CC(O)CC(O)CC(O)CC2(O)CC(O)C(C(CC(OC3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)\C=C/C=C\C=C/C=C\C=C/C=C\C=C/C1C)O2)C(O)=O)C(O)CC(=O)C1=CC=C(N)C=C1
Candoxatril	FALSE	COCCOC[C@H](CC1(CCCC1)C(=O)N[C@H]1CC[C@H](CC1)C(O)=O)C(=O)OC1=CC2=C(CCC2)C=C1
Capecitabine	FALSE	CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O
Capreomycin	FALSE	[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O
Capromab	FALSE	
Captopril	FALSE	C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O
Carbachol	FALSE	[Cl-].C[N+](C)(C)CCOC(N)=O
Carbamazepine	TRUE	NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12
Carbenicillin	FALSE	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O
Carbetocin	FALSE	[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC
Carbidopa	TRUE	O.C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O
Carbimazole	FALSE	CCOC(=O)N1C=CN(C)C1=S
Carbinoxamine	FALSE	CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
Carboplatin	FALSE	N.N.O=C1O[Pt]OC(=O)C11CCC1
Carboprost Tromethamine	FALSE	OCC([NH3+])(CO)CO.CCCCC[C@@](O)(C)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)[O-]
Carfilzomib	FALSE	CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1
Carglumic Acid	FALSE	NC(=O)N[C@@H](CCC(O)=O)C(O)=O
Carisoprodol	TRUE	CCCC(C)(COC(N)=O)COC(=O)NC(C)C
Carmustine	FALSE	ClCCNC(=O)N(CCCl)N=O
Carphenazine	FALSE	CCC(=O)C1=CC2=C(SC3=C(C=CC=C3)N2CCN2CCN(CCO)CC2)C=C1
Carprofen	FALSE	CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1
Carteolol	FALSE	CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2
Carvedilol	FALSE	COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
Caspofungin	FALSE	CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@H](O)CCN
Cefacetrile	FALSE	[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC#N)C(O)=O
Cefaclor	FALSE	[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
Cefadroxil	FALSE	[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
Cefalotin	FALSE	[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O
Cefamandole	FALSE	[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O
Cefazolin	FALSE	[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O
Cefdinir	FALSE	[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O
Cefditoren	FALSE	[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
Cefepime	FALSE	CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1
Cefixime	FALSE	[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC(O)=O)\C1=CSC(N)=N1)C(O)=O
Cefmenoxime	FALSE	[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
Cefmetazole	FALSE	[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O
Cefonicid	FALSE	[H][C@]12SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O
Cefoperazone	FALSE	[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=C(O)C=C1)C(O)=O
Ceforanide	FALSE	[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O
Cefotaxime	FALSE	[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
Cefotetan	FALSE	[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O
Cefotiam	FALSE	[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O
Cefoxitin	FALSE	[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@]2(NC(=O)CC1=CC=CS1)OC)C(O)=O
Cefpiramide	FALSE	[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O
Cefpodoxime	FALSE	[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
Cefprozil	FALSE	[H][C@]12SCC(C=CC)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O
Cefradine	FALSE	[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CCC=CC1)C(O)=O
Ceftaroline fosamil	FALSE	[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N\OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O
Ceftazidime	FALSE	[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1
Ceftibuten	FALSE	[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O
Ceftizoxime	FALSE	[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
Ceftriaxone	FALSE	[H][C@]12SCC(CSC3=NC(=O)C(=O)NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O
Cefuroxime	FALSE	[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O
Celecoxib	TRUE	CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F
Cephalexin	FALSE	[H][C@]12SCC(C)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
Cephaloglycin	FALSE	[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
Cephapirin	FALSE	[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CSC1=CC=NC=C1)C(O)=O
Certolizumab pegol	FALSE	
Cerulenin	FALSE	CC=CCC=CCCC(=O)[C@H]1O[C@H]1C(N)=O
Ceruletide	FALSE	[H][C@](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
Cetirizine	FALSE	OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Cetrorelix	FALSE	CC(C)C[C@H](NC(=O)[C@@H](CCCNC(N)=O)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
Cetuximab	FALSE	
Cevimeline	FALSE	CC1O[C@@]2(CS1)CN1CCC2CC1
Chenodeoxycholic acid	FALSE	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O
Chlophedianol	FALSE	CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl
Chlorambucil	FALSE	OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl
Chloramphenicol	FALSE	OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O
Chlordiazepoxide	TRUE	CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=N(=O)C1
Chlorhexidine	FALSE	ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1
Chlormerodrin	FALSE	COC(CNC(N)=O)C[Hg]Cl
Chlormezanone	FALSE	CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O
Chloroprocaine	FALSE	CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1
Chloropyramine	FALSE	CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1
Chloroquine	FALSE	CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1
Chlorothiazide	FALSE	NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1
Chlorotrianisene	FALSE	COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
Chloroxine	FALSE	OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2
Chlorphenesin	FALSE	OCC(O)COC1=CC=C(Cl)C=C1
Chlorpheniramine	FALSE	CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
Chlorpromazine	TRUE	CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
Chlorpropamide	FALSE	CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
Chlorprothixene	FALSE	[H]C(CCN(C)C)=C1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2
Chlorthalidone	FALSE	NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12
Chlorzoxazone	TRUE	ClC1=CC2=C(OC(=O)N2)C=C1
Cholecalciferol	FALSE	CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
Cholestyramine	FALSE	
Choline	TRUE	C[N+](C)(C)CCO
Choriogonadotropin alfa	FALSE	
Ciclesonide	FALSE	[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(O2)C1CCCCC1)C(=O)COC(=O)C(C)C
Ciclopirox	FALSE	CC1=CC(=O)N(O)C(=C1)C1CCCCC1
Cidofovir	FALSE	NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1
Cilastatin	FALSE	N[C@@H](CSCCCC\C=C(/NC(=O)[C@H]1CC1(C)C)C(=O)O)C(=O)O
Cilazapril	FALSE	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O
Cilostazol	FALSE	O=C1CCC2=C(N1)C=CC(OCCCCC1=NN=NN1C1CCCCC1)=C2
Cimetidine	FALSE	C\N=C(\NCCSCC1=C(C)NC=N1)NC#N
Cinacalcet	FALSE	C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12
Cinalukast	FALSE	CCC(CC)(CC(=O)NC1=CC=CC(\C=C\C2=NC(=CS2)C2CCC2)=C1)C(O)=O
Cinitapride	FALSE	CCOC1=CC(N)=C(C=C1C(=O)NC1CCN(CC2CCC=CC2)CC1)[N+]([O-])=O
Cinnarizine	FALSE	C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
Cinolazepam	FALSE	OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O
Cinoxacin	FALSE	CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
Ciprofloxacin	FALSE	OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
Cisapride	FALSE	CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
Cisatracurium Besylate	FALSE	[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=C(OC)C=C(C[C@@H]2C3=CC(OC)=C(OC)C=C3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCC3=CC(OC)=C(OC)C=C3[C@H]2CC2=CC(OC)=C(OC)C=C2)C=C1
Cisplatin	FALSE	N[Pt](N)(Cl)Cl
Citalopram	TRUE	CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
Cladribine	FALSE	NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1
Clarithromycin	FALSE	[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C)OC
Clavulanate	FALSE	[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO
Clemastine	FALSE	CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
Clenbuterol	FALSE	CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1
Clevidipine	FALSE	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC
Clidinium	FALSE	C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
Clindamycin	FALSE	CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
Clobazam	TRUE	CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O
Clobetasol	FALSE	[H][C@@]12C[C@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
Clocortolone	FALSE	[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
Clodronate	FALSE	OP(O)(=O)C(Cl)(Cl)P(O)(O)=O
Clofarabine	FALSE	[H][C@]1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C(N)N=C(Cl)N=C12
Clofazimine	FALSE	CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1
Clofibrate	FALSE	CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1
Clomifene	FALSE	CCN(CC)CCOC1=CC=C(C=C1)C(=C(Cl)C1=CC=CC=C1)C1=CC=CC=C1
Clomipramine	TRUE	CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2
Clomocycline	FALSE	[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(=O)NCO)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC(Cl)=C1[C@@]3(C)O
Clonazepam	TRUE	[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1
Clonidine	TRUE	ClC1=CC=CC(Cl)=C1NC1=NCCN1
Clopidogrel	FALSE	[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl
Clorazepate	TRUE	OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
Clotiazepam	FALSE	CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl
Clotrimazole	FALSE	ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1
Cloxacillin	FALSE	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1Cl)C(O)=O
Cloxazolam	FALSE	ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1
Clozapine	TRUE	CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
Coagulation Factor IX	FALSE	
Coagulation factor VIIa	FALSE	
Cocaine	FALSE	[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C
Codeine	TRUE	[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
Colchicine	FALSE	COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O
Colesevelam	FALSE	
Colestipol	FALSE	ClCC1CO1.NCCNCCNCCNCCN
Colistimethate	FALSE	CCC(C)CCCCC(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC(C(C)O)C(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC1CCNC(=O)C(NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS([O-])(=O)=O)NC1=O)C(C)O
Colistin	FALSE	[H][C@]1(NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)[C@H](CCNC1=O)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)CCCC(C)CC)[C@@H](C)O)[C@@H](C)O
Collagenase	FALSE	
Conivaptan	FALSE	CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1
Conjugated Estrogens	FALSE	[Na+].[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OS([O-])(=O)=O)C=C3CC[C@@]21[H]
Corticotropin	FALSE	
Cortisone acetate	FALSE	[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
Cosyntropin	FALSE	
Creatine	FALSE	CN(CC(O)=O)C(N)=N
Crofelemer	FALSE	
Cromoglicic acid	FALSE	OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O
Crotamiton	FALSE	CCN(C(=O)C=CC)C1=CC=CC=C1C
Cryptenamine	FALSE	
Cyanocobalamin	FALSE	OC[C@H]1O[C@@H]([C@H](O)[C@@H]1OP(O)(=O)O[C@]([H])(C)CNC(=O)CC[C@]1(C)[C@@H](CC(=O)N)[C@@]2([H])N([Co]C#N)\C1=C(C)/C1=N/C(=C\C3=N\C(=C(C)/C4=N[C@]2(C)[C@@](C)(CC(=O)N)[C@@H]4CCC(=O)N)\[C@@](C)(CC(=O)N)[C@@H]3CCC(=O)N)/C(C)(C)[C@@H]1CCC(=O)N)N1C=NC2=CC(C)=C(C)C=C12
Cyclacillin	FALSE	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O
Cyclandelate	FALSE	CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1
Cyclizine	FALSE	CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
Cyclobenzaprine	TRUE	CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12
Cyclopentolate	FALSE	CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1
Cyclophosphamide	FALSE	ClCCN(CCCl)P1(=O)NCCCO1
Cycloserine	FALSE	N[C@@H]1CONC1=O
Cyclosporine	FALSE	CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
Cyclothiazide	FALSE	NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2
Cycrimine	FALSE	OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1
Cyproheptadine	FALSE	CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12
Cyproterone	FALSE	[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](O)(C(C)=O)[C@@]3(C)CC[C@]12[H]
Cysteamine	FALSE	NCCS
Cytarabine	FALSE	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
Dabigatran etexilate	FALSE	CCCCCCOC(=O)N=C(N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=CC=CC=N3)N2C)C=C1
Dabrafenib	FALSE	CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1
Dacarbazine	FALSE	CN(C)N=NC1=C(N=CN1)C(N)=O
Daclizumab	FALSE	
Dactinomycin	FALSE	[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C
Dalfampridine	TRUE	NC1=CC=NC=C1
Dalfopristin	FALSE	CCN(CC)CCS(=O)(=O)[C@]1([H])CCN2C(=O)C3=COC(=N3)CC(=O)C[C@H](O)\C=C(\C)/C=C\CNC(=O)\C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12
Dalteparin	FALSE	
